Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Season,VegetationType,Heatwave,Drought,Lightning,Classes
33.2,44.6,19.6,4.0,75.5,87.1,353.0,28.9,221.8,21.4,Autumn,Grassland,0,1,0,fire
26.6,38.1,11.8,0.6,69.1,96.3,336.9,21.1,237.9,17.6,Summer,Forest,0,0,0,fire
41.2,62.9,3.8,2.5,64.7,84.3,317.2,17.9,230.9,17.4,Summer,Agriculture,0,0,0,fire
29.2,44.0,12.8,2.2,65.7,64.5,268.8,23.9,175.0,15.0,Winter,Forest,0,0,0,not fire
36.4,64.1,15.7,0.6,72.9,68.7,265.8,20.4,167.6,14.6,Winter,Shrubland,0,0,0,not fire
37.5,73.6,5.9,0.1,58.7,80.8,319.6,18.2,219.6,17.5,Spring,Agriculture,1,1,0,fire
31.0,61.3,5.1,0.1,58.6,57.5,243.0,17.1,161.3,13.7,Winter,Agriculture,0,0,0,not fire
27.0,76.8,9.7,0.5,53.6,47.0,197.4,17.2,130.7,13.3,Spring,Grassland,0,0,0,not fire
40.3,77.5,8.5,0.8,68.4,88.3,282.2,15.4,197.1,15.2,Summer,Shrubland,0,0,0,not fire
39.2,61.5,20.6,2.2,78.3,73.4,305.4,27.6,201.0,19.3,Summer,Forest,0,0,0,fire
26.2,49.7,9.2,0.2,64.1,80.4,250.5,18.8,172.3,13.6,Summer,Grassland,0,0,0,not fire
34.7,40.8,11.1,3.5,69.9,101.2,326.7,20.6,239.6,19.0,Spring,Shrubland,0,0,0,not fire
33.0,52.2,15.3,0.3,72.1,110.1,377.2,24.6,275.4,18.1,Winter,Shrubland,0,0,0,not fire
36.4,26.8,18.4,3.4,85.5,101.4,329.6,29.1,225.7,18.7,Spring,Agriculture,1,0,1,fire
38.7,93.3,15.7,1.2,66.9,64.4,263.7,22.0,165.8,14.3,Autumn,Agriculture,0,0,0,not fire
37.4,34.3,22.4,2.3,81.3,115.1,401.0,27.7,280.6,23.2,Spring,Shrubland,0,0,0,not fire
28.3,63.8,16.9,1.9,59.8,65.7,300.0,19.9,194.0,16.7,Summer,Grassland,1,1,1,fire
32.1,24.3,17.2,3.8,74.9,106.6,397.6,23.7,262.0,19.4,Winter,Forest,1,0,0,not fire
24.4,31.4,18.1,1.1,76.6,77.8,319.8,26.3,197.0,19.2,Summer,Forest,0,0,0,fire
29.3,59.8,21.2,1.8,68.4,54.7,243.9,24.7,158.4,16.5,Summer,Agriculture,0,0,0,not fire
20.7,66.1,9.1,1.5,53.8,34.3,181.8,18.7,128.4,12.7,Summer,Forest,0,0,0,not fire
34.0,74.9,18.2,0.9,63.5,47.2,217.7,22.5,136.2,12.7,Spring,Grassland,0,0,0,fire
48.0,52.7,19.9,0.3,93.5,125.8,436.5,30.1,292.8,23.7,Summer,Grassland,0,0,0,fire
31.0,12.2,13.3,2.7,79.3,96.7,380.6,24.8,258.3,20.3,Winter,Grassland,0,0,0,fire
23.5,52.2,18.4,0.5,71.2,54.4,215.7,25.5,148.8,15.9,Summer,Forest,0,1,0,fire
40.7,38.9,10.7,2.5,84.7,108.7,405.9,26.6,287.0,23.3,Spring,Grassland,0,0,0,fire
31.7,42.7,21.6,2.5,74.0,82.0,226.0,25.1,145.9,16.1,Autumn,Forest,0,0,1,fire
33.3,55.8,11.2,3.7,66.3,66.7,256.9,19.3,157.3,14.0,Autumn,Grassland,0,0,0,fire
28.8,61.3,17.8,0.9,61.3,69.0,354.6,21.8,229.5,16.4,Spring,Grassland,1,0,0,not fire
42.4,46.1,7.2,0.4,77.6,114.8,404.5,19.2,289.6,18.5,Summer,Grassland,0,0,0,fire
32.7,48.8,20.0,1.0,75.5,78.8,314.7,25.8,226.2,20.0,Summer,Grassland,0,1,0,fire
31.0,39.8,24.2,0.6,82.2,103.3,341.4,26.4,237.1,20.3,Summer,Forest,0,1,0,fire
42.7,56.3,13.3,1.1,74.8,89.1,338.8,25.3,223.5,19.8,Summer,Agriculture,0,0,0,not fire
20.9,85.3,13.1,1.2,49.5,49.9,213.9,15.9,116.6,11.3,Autumn,Shrubland,0,1,0,not fire
32.3,15.6,13.3,1.7,78.0,101.1,353.7,24.3,250.1,20.0,Winter,Forest,0,0,0,not fire
23.5,78.4,17.4,0.2,58.2,28.6,164.7,19.5,105.6,11.2,Autumn,Forest,1,0,0,fire
27.8,76.4,15.1,0.0,61.0,75.9,339.8,20.6,226.5,16.4,Winter,Agriculture,0,1,0,not fire
15.0,62.6,19.0,0.2,55.3,42.6,197.5,21.9,136.6,14.8,Autumn,Agriculture,0,1,1,fire
28.3,59.3,18.4,1.2,63.1,72.2,272.3,22.8,177.0,17.7,Spring,Shrubland,0,0,0,not fire
23.1,46.9,18.1,1.7,60.7,65.6,247.4,21.3,167.3,13.1,Winter,Agriculture,0,1,0,not fire
30.8,64.4,22.1,3.9,67.6,66.7,223.1,24.1,167.7,17.4,Autumn,Shrubland,0,0,0,not fire
31.9,63.6,15.7,8.6,61.3,63.1,209.5,20.2,136.4,13.4,Summer,Shrubland,0,0,0,not fire
34.0,88.5,19.9,0.9,65.1,50.0,221.9,20.5,148.6,13.4,Winter,Agriculture,0,0,0,not fire
37.7,58.0,12.6,1.0,72.8,86.3,295.1,24.3,192.9,17.9,Spring,Grassland,0,0,0,not fire
27.9,55.7,22.3,2.1,75.1,71.4,267.8,25.7,166.6,15.2,Winter,Grassland,0,0,0,not fire
44.8,48.6,12.5,0.9,86.7,112.0,395.8,25.6,273.6,21.9,Winter,Forest,1,0,0,fire
48.0,56.9,14.5,0.7,84.9,113.0,337.1,27.0,223.9,18.8,Summer,Grassland,0,0,0,fire
34.4,56.1,14.1,0.7,74.5,92.8,348.0,22.4,218.0,15.7,Spring,Shrubland,0,0,0,not fire
39.1,82.7,3.4,1.1,61.1,73.0,245.3,15.7,156.0,13.1,Summer,Agriculture,0,0,1,fire
23.3,43.5,7.0,0.0,64.7,61.6,243.5,18.3,160.0,13.6,Summer,Grassland,0,0,0,fire
30.5,45.7,26.7,0.7,79.7,57.8,271.0,25.0,175.4,15.9,Autumn,Grassland,1,0,0,fire
37.7,90.8,24.1,0.1,73.2,58.3,256.6,28.2,156.1,17.7,Summer,Grassland,0,0,0,fire
42.8,44.4,14.3,0.2,86.2,126.7,407.2,27.0,283.9,21.0,Spring,Agriculture,0,0,0,fire
28.8,56.0,9.7,3.9,60.7,82.6,348.9,18.9,236.3,17.5,Winter,Grassland,1,1,0,not fire
32.0,35.6,18.6,0.8,78.4,78.8,282.1,26.6,187.5,18.1,Summer,Grassland,0,1,0,fire
37.8,55.4,15.6,1.8,83.3,86.0,359.9,25.4,242.4,19.3,Autumn,Forest,0,0,0,fire
31.9,72.6,12.6,1.4,66.1,81.8,305.7,21.0,199.8,14.7,Summer,Forest,0,0,0,fire
28.3,41.6,18.2,1.2,71.7,73.4,279.2,24.5,183.8,16.4,Winter,Shrubland,0,0,0,not fire
32.7,53.5,6.9,2.1,66.5,80.8,289.7,20.4,198.3,16.5,Autumn,Grassland,0,0,0,not fire
29.6,53.3,17.8,1.1,72.8,75.3,282.1,25.2,191.9,17.7,Winter,Shrubland,0,1,0,not fire
29.5,57.1,14.5,0.1,67.3,57.9,282.6,21.4,167.7,15.3,Autumn,Agriculture,1,0,0,fire
19.6,76.2,16.8,5.3,47.6,20.9,137.9,17.5,77.3,10.2,Spring,Shrubland,0,0,0,not fire
37.3,50.2,20.6,0.7,83.9,86.6,321.7,27.1,213.8,19.3,Summer,Forest,0,0,0,fire
29.1,56.2,8.1,1.4,59.5,80.7,284.9,15.1,185.3,12.7,Autumn,Grassland,1,0,0,not fire
22.5,56.3,14.8,1.1,59.2,35.6,209.3,20.4,129.5,11.9,Summer,Forest,0,0,0,not fire
22.3,38.0,15.3,1.6,68.6,64.8,255.2,26.3,198.8,18.2,Winter,Agriculture,0,1,0,not fire
36.5,39.8,11.4,1.0,75.0,83.8,321.6,21.3,212.2,16.3,Autumn,Agriculture,0,1,0,not fire
39.0,41.3,8.8,0.9,75.8,113.0,361.1,21.7,240.5,17.4,Spring,Agriculture,0,0,0,not fire
26.1,43.4,15.9,0.1,63.7,68.4,267.5,19.2,173.4,14.4,Autumn,Agriculture,0,0,0,not fire
37.9,58.3,11.1,1.7,67.1,74.4,306.5,22.0,192.3,18.7,Winter,Shrubland,0,0,0,not fire
40.0,71.7,11.5,0.6,68.7,94.1,353.2,19.9,243.7,18.6,Spring,Grassland,0,1,0,fire
37.4,69.6,22.6,0.2,78.8,71.5,271.9,26.3,174.1,17.5,Summer,Shrubland,0,1,1,fire
27.7,62.1,13.4,0.6,58.4,66.4,277.4,21.2,182.9,15.6,Summer,Grassland,1,0,0,fire
30.4,69.8,12.8,0.6,60.2,63.9,245.3,19.5,179.0,15.5,Spring,Agriculture,0,0,0,not fire
32.6,45.3,14.2,0.2,70.4,72.7,250.7,23.1,179.3,15.3,Spring,Forest,0,0,1,not fire
45.3,57.0,14.5,2.7,84.1,112.3,462.6,27.8,296.6,25.3,Autumn,Shrubland,0,0,0,not fire
49.3,78.4,15.3,0.1,83.7,98.6,326.1,20.3,214.3,16.3,Summer,Agriculture,0,0,0,fire
23.2,64.2,14.1,3.6,55.8,57.0,217.0,18.9,142.4,11.7,Autumn,Grassland,0,0,0,not fire
48.1,66.2,21.1,0.4,86.2,105.5,365.9,27.9,265.3,20.9,Summer,Grassland,0,0,0,fire
24.9,57.8,13.0,0.2,62.2,56.1,177.8,21.0,109.6,13.0,Summer,Shrubland,1,0,1,fire
29.9,25.3,14.6,1.3,75.1,86.5,321.2,25.0,197.8,17.2,Spring,Shrubland,1,0,0,fire
40.6,100.0,10.8,2.8,53.1,63.0,259.2,15.7,161.1,11.6,Autumn,Forest,0,0,0,not fire
30.8,58.8,10.5,2.4,66.1,73.8,283.7,22.0,188.0,16.1,Winter,Forest,1,0,0,fire
25.1,45.8,15.2,6.3,61.0,57.9,258.8,18.4,179.8,14.9,Summer,Forest,0,0,0,fire
37.1,27.4,19.2,3.9,85.1,94.2,335.0,29.4,213.4,21.1,Spring,Agriculture,0,0,0,fire
35.1,30.8,21.2,3.6,85.2,101.0,362.2,30.2,241.6,23.9,Winter,Agriculture,1,0,0,fire
37.9,35.3,22.2,0.9,87.6,122.0,385.7,27.7,276.7,21.2,Summer,Agriculture,0,0,1,fire
30.7,74.9,14.8,0.9,65.8,69.8,218.0,21.8,164.4,17.7,Summer,Grassland,0,1,1,fire
30.9,62.8,18.6,0.3,68.6,67.7,253.6,23.6,174.1,16.7,Summer,Agriculture,0,0,0,fire
31.7,41.1,13.2,3.3,67.7,85.4,387.3,23.1,247.1,20.7,Summer,Shrubland,0,0,0,fire
50.0,35.1,21.9,0.9,91.0,138.3,467.3,30.2,324.5,25.9,Autumn,Shrubland,0,0,0,fire
28.0,64.1,17.8,2.3,64.0,54.8,258.6,19.1,165.6,12.3,Spring,Agriculture,0,0,0,not fire
24.8,66.8,15.8,3.2,58.1,36.6,111.8,19.5,84.3,12.4,Autumn,Forest,0,0,0,not fire
32.1,60.8,15.7,0.5,67.3,73.8,228.8,22.8,158.1,16.3,Winter,Shrubland,0,0,1,not fire
44.3,42.6,19.0,1.0,90.9,108.0,357.1,29.4,245.8,21.8,Summer,Shrubland,0,0,0,fire
40.9,48.7,20.2,0.2,84.8,94.3,380.0,30.5,249.5,23.7,Spring,Grassland,0,0,0,fire
34.6,44.8,13.8,0.0,73.9,86.8,312.8,23.9,204.2,18.7,Spring,Agriculture,0,0,0,not fire
26.6,76.1,18.0,0.0,59.8,45.5,176.4,19.6,121.4,12.0,Summer,Grassland,0,0,0,not fire
38.4,20.4,9.6,4.4,77.4,130.4,445.7,22.7,327.7,23.1,Autumn,Forest,0,0,0,fire
22.9,72.4,15.6,0.1,59.9,44.0,202.6,19.5,123.6,13.6,Winter,Shrubland,0,0,0,not fire
29.6,41.7,14.8,0.6,71.7,80.3,283.4,23.4,211.8,18.8,Summer,Agriculture,0,0,0,fire
34.7,62.8,24.2,0.1,80.8,61.9,209.2,29.7,158.2,18.2,Summer,Shrubland,0,0,0,fire
22.9,58.4,18.7,2.5,63.9,27.2,182.2,23.8,101.6,13.8,Summer,Forest,0,0,0,not fire
30.3,17.6,10.4,0.1,76.7,99.2,356.1,21.2,246.8,17.2,Autumn,Forest,0,0,0,fire
22.7,80.1,9.1,0.3,57.5,33.3,132.1,17.7,95.3,10.8,Winter,Shrubland,0,0,0,not fire
19.1,40.9,20.7,0.3,66.7,68.9,275.7,24.9,175.4,17.6,Autumn,Shrubland,1,0,0,fire
28.2,54.8,17.5,0.9,71.5,64.1,276.7,22.0,176.3,17.9,Summer,Grassland,0,0,0,not fire
21.6,45.4,20.1,2.5,57.3,56.5,229.2,21.1,171.2,15.2,Spring,Shrubland,0,0,0,not fire
45.4,29.2,13.7,0.1,89.1,118.1,400.8,28.0,274.6,22.4,Winter,Forest,1,0,0,fire
32.8,82.9,15.8,1.2,66.2,73.9,307.9,21.5,199.2,14.8,Spring,Shrubland,0,0,0,not fire
38.5,80.2,15.5,1.0,71.1,81.5,281.2,22.2,192.9,17.6,Winter,Grassland,0,1,0,fire
36.5,54.8,20.6,0.1,79.1,85.6,278.6,26.1,173.8,18.4,Spring,Forest,1,0,1,fire
36.6,47.4,22.9,1.4,87.0,90.5,338.6,29.1,229.2,20.2,Winter,Shrubland,0,0,0,fire
35.6,59.8,14.5,0.1,72.8,82.2,259.8,24.4,176.9,16.4,Winter,Shrubland,0,0,0,not fire
36.3,29.3,11.7,0.8,84.5,108.9,414.9,27.9,267.5,23.0,Summer,Grassland,1,0,1,fire
40.5,32.1,14.1,1.2,85.4,101.1,354.3,26.6,245.9,20.7,Summer,Agriculture,0,1,0,fire
38.4,70.2,14.3,3.0,65.2,77.0,314.3,19.8,209.5,17.4,Summer,Grassland,0,0,0,fire
21.7,70.8,10.3,1.3,55.3,44.2,133.9,19.6,91.4,11.7,Autumn,Grassland,1,0,1,fire
38.0,20.5,9.9,2.4,81.9,113.5,425.7,22.6,275.4,18.9,Summer,Agriculture,0,0,0,fire
42.6,47.2,12.7,0.8,83.7,111.4,354.8,26.3,255.2,21.5,Autumn,Grassland,0,1,0,fire
30.4,60.7,16.8,0.1,72.9,81.8,267.6,21.1,179.6,14.8,Summer,Forest,0,1,0,fire
35.0,51.0,10.9,2.1,68.8,92.6,285.3,20.2,194.3,15.1,Autumn,Shrubland,0,0,0,not fire
23.9,46.4,4.1,1.4,52.7,78.6,361.1,12.8,242.6,13.6,Summer,Grassland,1,0,0,fire
33.7,40.6,18.3,0.2,78.8,113.8,371.3,24.6,251.4,20.2,Summer,Grassland,0,0,0,fire
44.7,74.9,13.2,0.4,73.6,106.7,418.1,22.4,290.4,21.9,Summer,Shrubland,1,0,0,fire
28.4,65.5,17.1,0.5,64.3,73.3,245.5,19.2,151.5,11.9,Summer,Forest,0,0,0,fire
33.0,37.0,16.3,2.2,75.8,99.4,324.4,24.7,207.4,18.5,Winter,Agriculture,1,0,0,not fire
32.7,10.9,17.3,0.7,89.0,96.7,376.6,27.4,265.7,20.2,Summer,Shrubland,0,0,0,fire
28.7,69.4,15.9,1.1,65.2,58.9,226.3,22.1,164.0,13.0,Summer,Agriculture,0,1,0,fire
46.6,17.1,15.5,2.3,93.2,152.2,529.8,29.9,355.6,27.2,Summer,Agriculture,0,0,0,fire
36.2,48.6,19.2,0.8,80.5,110.5,375.3,26.8,271.9,19.8,Spring,Grassland,0,0,0,not fire
23.4,22.1,10.7,6.4,64.9,84.7,313.2,18.9,205.9,16.6,Winter,Shrubland,0,0,0,not fire
25.9,81.1,9.5,2.3,48.6,38.3,154.4,13.6,94.0,11.0,Summer,Agriculture,0,0,0,fire
24.1,47.0,12.4,3.0,58.5,53.2,250.9,17.9,185.2,13.5,Autumn,Agriculture,1,0,0,not fire
21.8,92.9,18.7,1.2,53.4,38.1,131.3,18.3,95.8,10.6,Summer,Agriculture,0,1,0,fire
37.8,63.8,16.2,1.0,72.1,83.4,267.0,23.3,183.7,15.9,Summer,Shrubland,0,0,0,not fire
34.6,44.6,20.2,2.0,72.5,90.3,338.5,23.4,228.1,18.2,Summer,Shrubland,1,0,0,fire
34.0,60.2,10.0,1.2,63.2,99.1,365.0,19.7,245.2,17.3,Winter,Forest,1,0,0,not fire
26.4,22.4,4.1,2.3,67.4,88.2,327.3,18.8,219.8,16.0,Summer,Grassland,0,0,0,not fire
41.4,38.3,16.2,1.0,82.0,123.2,433.0,25.2,285.4,22.7,Summer,Grassland,0,0,0,fire
29.8,83.7,14.1,0.6,63.5,42.2,200.4,21.4,133.2,15.9,Winter,Grassland,0,1,0,not fire
36.5,38.6,18.9,1.0,79.7,98.3,352.7,27.5,236.1,20.2,Summer,Forest,0,0,0,fire
23.8,45.4,8.8,1.0,60.1,54.8,195.2,18.9,135.5,12.5,Winter,Shrubland,0,0,0,not fire
38.6,58.3,28.4,0.9,85.3,91.8,295.4,33.2,206.1,22.9,Winter,Forest,0,0,1,fire
24.4,73.2,9.7,3.1,50.7,28.4,156.4,17.3,90.1,10.0,Winter,Agriculture,0,0,0,not fire
33.5,49.5,4.4,8.7,56.8,81.4,248.8,13.1,178.9,11.8,Summer,Agriculture,0,0,0,not fire
26.5,75.0,17.5,2.1,57.5,42.7,198.9,23.9,127.1,15.0,Summer,Forest,0,0,0,fire
39.3,65.3,18.6,0.9,78.8,74.9,235.3,24.9,178.6,15.5,Spring,Agriculture,0,0,0,not fire
40.2,17.1,15.6,2.0,87.9,129.6,463.6,31.6,331.1,26.7,Spring,Forest,0,0,0,fire
36.7,49.7,12.7,1.3,76.3,103.5,346.3,24.1,240.2,19.1,Summer,Agriculture,0,0,1,fire
35.0,29.2,16.7,0.2,80.8,103.8,375.9,24.3,257.7,19.2,Autumn,Forest,0,0,0,fire
42.3,66.9,14.6,0.1,78.3,91.0,310.8,24.9,210.7,18.4,Autumn,Shrubland,1,0,1,fire
46.4,40.6,13.4,0.6,90.8,115.6,365.9,26.3,261.4,20.5,Winter,Agriculture,0,0,0,not fire
28.5,67.6,7.0,0.9,59.9,58.6,272.3,16.8,187.3,13.1,Winter,Agriculture,0,0,0,not fire
42.5,27.6,19.7,0.1,91.9,113.2,434.3,30.4,275.3,23.8,Autumn,Forest,0,1,0,fire
26.3,77.4,19.3,3.4,63.3,41.2,203.9,24.2,138.7,15.8,Spring,Shrubland,0,0,0,not fire
35.7,45.2,26.3,2.6,80.3,92.6,331.4,30.1,226.7,20.4,Spring,Agriculture,0,0,1,fire
37.3,33.6,15.9,0.2,86.7,86.0,344.0,26.4,229.9,20.8,Spring,Grassland,0,0,0,fire
28.7,31.7,11.7,0.9,71.1,92.2,337.7,22.3,231.2,18.4,Summer,Forest,0,1,0,fire
31.0,76.1,10.0,1.1,54.7,51.1,240.9,16.2,155.4,12.8,Spring,Forest,0,0,0,fire
21.5,43.0,16.0,1.6,64.4,65.7,210.3,21.5,145.1,14.2,Winter,Grassland,0,0,0,not fire
25.4,72.5,17.7,0.7,63.5,39.7,208.9,24.0,150.0,14.6,Autumn,Shrubland,0,0,1,fire
30.7,45.5,15.3,0.4,75.1,80.8,255.1,22.8,172.1,17.1,Summer,Forest,0,0,0,fire
36.0,35.6,16.3,0.8,84.3,96.6,383.0,26.2,255.4,22.8,Spring,Shrubland,0,0,0,not fire
27.6,44.5,22.1,0.7,68.0,77.7,302.3,26.8,189.9,17.0,Autumn,Grassland,1,0,0,not fire
32.6,53.0,23.0,2.8,73.9,94.5,374.8,26.2,247.9,19.2,Summer,Forest,1,1,0,fire
17.3,69.1,21.8,0.4,52.3,16.6,92.5,22.3,63.9,11.7,Summer,Shrubland,0,1,0,fire
32.4,81.2,11.0,3.5,51.0,59.1,262.3,14.3,174.5,11.3,Summer,Grassland,0,0,0,fire
40.7,58.7,2.7,0.2,65.7,83.2,259.9,16.8,163.5,11.7,Spring,Shrubland,0,0,0,not fire
19.3,48.2,14.2,1.2,57.8,52.6,204.6,18.0,160.9,13.5,Summer,Forest,0,1,0,fire
39.9,39.2,17.5,0.8,80.4,85.6,316.3,28.7,212.8,20.0,Summer,Agriculture,0,0,0,fire
42.4,48.5,19.7,1.0,87.9,99.1,355.6,28.9,243.6,20.2,Summer,Agriculture,0,1,0,fire
24.5,55.4,22.2,3.9,59.3,65.5,273.4,22.7,193.6,17.9,Spring,Shrubland,0,1,0,fire
38.2,75.5,10.2,0.3,65.9,94.4,306.8,19.7,219.1,16.4,Autumn,Forest,0,0,0,not fire
35.8,75.2,11.4,1.6,61.7,90.3,320.1,19.4,203.5,17.9,Spring,Agriculture,0,0,0,not fire
31.9,44.9,8.0,0.7,69.2,102.9,368.6,21.7,255.5,18.3,Spring,Forest,1,0,0,fire
38.7,47.3,11.3,0.7,84.4,102.5,371.1,24.3,244.2,20.4,Summer,Forest,0,0,0,fire
32.5,74.8,19.6,0.2,71.3,49.6,224.6,22.4,145.7,14.4,Winter,Grassland,0,0,0,not fire
23.5,36.9,12.1,0.6,66.1,68.3,288.2,19.1,196.8,17.0,Autumn,Shrubland,1,0,0,fire
38.3,45.9,11.5,0.5,76.9,101.7,451.8,25.1,301.6,22.8,Spring,Forest,0,1,0,not fire
36.0,59.7,21.2,0.5,75.7,75.8,240.5,26.1,173.8,17.5,Summer,Shrubland,0,0,0,not fire
22.9,83.9,18.7,0.0,56.2,33.1,140.9,22.1,89.2,13.8,Autumn,Agriculture,0,0,0,not fire
24.6,48.2,15.9,0.0,64.0,71.0,278.6,20.6,177.1,14.3,Summer,Shrubland,0,0,1,fire
31.7,37.5,23.6,0.5,76.0,90.7,305.7,27.7,196.0,19.9,Spring,Shrubland,0,0,0,fire
34.0,71.9,10.9,0.4,65.9,54.7,240.4,19.1,161.7,14.5,Summer,Grassland,0,0,0,fire
43.2,73.1,22.6,0.0,87.0,93.7,355.5,30.3,254.8,22.6,Winter,Shrubland,0,1,0,fire
36.0,37.0,15.5,0.2,78.1,94.3,311.8,26.7,205.9,19.5,Summer,Shrubland,0,0,0,fire
25.9,55.1,16.6,0.1,68.3,40.3,173.8,22.9,97.1,13.3,Winter,Forest,0,0,0,not fire
35.6,60.3,18.4,0.7,78.8,69.2,277.6,25.4,205.0,19.3,Winter,Forest,0,0,1,not fire
33.6,34.1,24.2,0.2,82.9,88.5,299.1,30.9,191.8,20.1,Spring,Forest,0,0,0,not fire
32.6,28.8,27.0,0.9,90.2,102.5,432.6,31.5,277.1,23.8,Spring,Forest,0,0,0,fire
44.5,22.8,29.5,0.7,100.0,139.4,464.8,33.5,330.3,27.4,Spring,Grassland,1,0,0,fire
18.5,56.3,16.6,1.9,55.6,50.9,179.9,20.8,114.7,11.5,Summer,Forest,0,0,0,fire
40.0,32.5,22.2,2.2,91.2,115.1,397.2,29.9,258.5,21.2,Autumn,Shrubland,1,0,1,fire
36.5,54.8,8.8,1.9,63.7,84.7,286.0,18.0,201.5,15.2,Summer,Agriculture,0,0,0,fire
35.8,5.0,12.7,1.3,85.1,131.6,484.0,24.6,325.5,21.7,Winter,Forest,0,0,0,fire
29.1,64.4,16.4,0.0,69.6,74.3,284.6,23.0,200.5,17.0,Spring,Forest,0,0,1,fire
27.2,23.0,21.5,0.4,82.2,88.0,326.2,30.1,212.1,19.0,Spring,Forest,0,0,0,fire
37.1,38.0,8.0,0.6,74.2,98.9,345.9,24.1,217.4,20.5,Spring,Agriculture,0,0,0,not fire
27.6,43.0,17.7,0.6,75.5,77.6,275.5,26.9,186.7,18.4,Summer,Forest,0,0,0,fire
38.5,41.3,12.2,0.8,75.8,87.2,345.5,21.5,231.9,20.7,Autumn,Shrubland,0,0,0,fire
34.4,53.8,18.0,1.8,78.9,94.7,322.3,27.2,213.3,19.0,Spring,Agriculture,0,0,0,not fire
32.0,34.2,13.1,0.1,80.9,89.1,340.2,24.5,226.2,19.4,Autumn,Shrubland,0,0,0,fire
29.2,66.3,15.9,0.9,61.8,47.2,214.0,21.5,159.5,15.3,Summer,Agriculture,0,0,0,not fire
26.2,34.7,8.5,0.4,67.5,80.3,274.5,19.5,186.9,15.6,Spring,Forest,0,0,0,not fire
34.9,47.1,20.7,0.8,75.8,111.0,367.5,27.6,257.5,20.5,Winter,Shrubland,0,0,0,not fire
34.8,61.3,15.8,1.9,75.9,76.8,313.5,22.5,210.8,18.3,Autumn,Forest,0,0,0,fire
30.2,56.6,25.5,0.8,78.4,80.9,351.6,27.3,206.8,18.9,Spring,Agriculture,1,0,0,not fire
24.6,58.4,6.5,0.4,53.5,68.0,243.1,16.3,151.0,13.6,Spring,Forest,1,1,0,fire
50.0,60.0,10.8,1.4,87.1,114.5,397.4,25.1,266.1,21.9,Summer,Shrubland,0,0,0,fire
47.5,60.1,22.2,0.5,91.9,108.7,446.3,30.9,299.3,23.8,Winter,Grassland,1,0,0,fire
28.9,66.2,14.0,1.4,60.0,61.2,219.4,19.8,150.0,14.6,Winter,Grassland,0,0,0,not fire
24.9,44.1,6.7,0.6,58.8,65.7,222.1,16.9,168.5,13.1,Autumn,Shrubland,0,0,0,not fire
36.8,67.3,15.6,0.0,72.1,64.8,255.4,22.4,164.9,15.4,Spring,Shrubland,0,0,0,not fire
37.4,34.1,15.9,0.6,87.0,101.1,330.9,26.8,225.3,18.7,Winter,Agriculture,1,0,1,fire
39.6,57.1,19.8,2.5,77.7,96.2,317.5,25.5,224.1,20.3,Summer,Forest,0,0,0,fire
33.0,43.2,10.9,2.8,72.0,82.9,298.5,20.9,190.3,16.8,Summer,Shrubland,0,0,0,not fire
25.8,51.9,14.0,1.2,62.8,66.8,325.8,21.1,206.7,15.8,Winter,Grassland,0,0,0,not fire
49.4,72.5,11.6,0.8,80.6,97.9,353.7,24.7,247.2,19.3,Summer,Forest,0,0,0,fire
38.8,56.5,12.6,0.6,76.3,107.5,394.5,22.9,273.6,21.4,Winter,Grassland,0,0,0,not fire
31.3,50.4,14.1,1.8,72.7,75.2,326.0,23.3,221.8,17.7,Summer,Forest,0,0,0,fire
36.1,80.9,21.3,1.6,65.8,60.2,208.3,25.0,142.0,16.2,Summer,Grassland,0,1,0,fire
30.9,59.2,9.9,5.1,57.9,72.8,240.0,18.2,174.7,13.9,Summer,Shrubland,0,1,0,fire
36.4,44.4,8.8,2.1,70.9,106.7,330.1,17.6,242.0,15.3,Spring,Grassland,0,0,0,not fire
24.0,32.1,13.0,4.0,65.0,65.5,277.6,20.4,192.7,16.4,Summer,Forest,0,1,0,fire
31.5,31.5,15.2,2.2,75.9,87.2,303.4,25.0,214.6,18.1,Winter,Agriculture,0,0,0,not fire
27.8,46.8,17.3,0.9,67.4,71.6,318.5,23.7,210.3,16.6,Spring,Agriculture,0,0,0,not fire
33.4,34.7,19.5,1.7,76.1,105.0,370.5,25.6,246.8,17.7,Autumn,Shrubland,1,1,0,fire
24.5,64.4,17.4,0.7,64.6,49.8,187.4,23.4,119.7,14.8,Spring,Shrubland,0,0,0,not fire
42.9,55.1,10.8,1.1,83.3,110.7,391.3,23.3,264.0,20.8,Summer,Shrubland,0,1,1,fire
30.4,54.6,4.7,1.7,58.0,55.4,161.0,15.7,128.4,11.5,Spring,Agriculture,1,0,0,not fire
30.4,93.6,17.3,2.2,56.3,34.7,152.5,19.4,111.7,11.1,Spring,Forest,0,0,0,not fire
31.2,45.4,9.9,1.2,63.9,99.8,336.5,18.9,226.5,16.0,Spring,Agriculture,0,0,0,not fire
34.5,60.8,17.0,0.5,69.6,84.3,276.6,21.1,183.7,15.5,Summer,Shrubland,0,0,0,fire
26.9,75.1,12.4,1.8,57.2,37.9,214.4,20.9,133.3,15.6,Autumn,Agriculture,0,0,0,not fire
32.1,33.8,21.7,1.9,77.8,68.1,268.4,28.1,167.9,19.5,Winter,Forest,0,1,0,fire
